data,produto,valor,quantidade
2024-07-13,Notebook Dell,3500.0,10.0
2024-09-15,SSD 1TB,550.0,8.0
2024-01-25,Headset Gamer,320.0,5.0
2024-09-15,Mousepad,45.0,9.0
2024-10-11,SSD 1TB,550.0,3.0
data_incorreta,Headset Gamer,320.0,8.0
2024-02-15,Notebook Dell,3500.0,3.0
2024-11-23,Mousepad,45.0,2.0
2024-11-05,Webcam HD,280.0,7.0
2024-04-06,Teclado Mecânico,450.0,10.0
2024-12-09,Webcam HD,280.0,7.0
2024-08-29,SSD 1TB,550.0,8.0
2024-12-15,Memória RAM 16GB,380.0,6.0
2024-11-21,"Monitor LG 27""",1200.0,2.0
2024-09-02,Memória RAM 16GB,380.0,4.0
2024-08-03,Notebook Dell,3500.0,4.0
2024-12-22,Mousepad,380.0,3.0
2024-01-22,SSD 1TB,550.0,
2024-01-14,Memória RAM 16GB,380.0,
2024-12-02,Webcam HD,280.0,10.0
2024-02-16,Memória RAM 16GB,380.0,8.0
2024-08-26,Mousepad,45.0,6.0
2024-09-03,Mousepad,45.0,8.0
2024-10-22,PROD$%#@,3500.0,4.0
2024-07-26,"Monitor LG 27""",1200.0,7.0
2024-05-11,Memória RAM 16GB,380.0,7.0
2024-12-22,Notebook Dell,3500.0,3.0
2024-03-02,"Monitor LG 27""",1200.0,6.0
2024-03-10,"Monitor LG 27""",1200.0,9.0
2024-04-25,Notebook Dell,3500.0,4.0
2024-02-28,Webcam HD,280.0,4.0
2024-09-04,SSD 1TB,550.0,7.0
2024-07-10,Notebook Dell,3500.0,7.0
2024-01-17,Mousepad,45.0,5.0
2024-02-17,"Monitor LG 27""",1200.0,10.0
2024-03-07,Mousepad,45.0,3.0
2024-03-21,SSD 1TB,550.0,7.0
2024-08-26,Webcam HD,280.0,4.0
2024-06-01,Mousepad,45.0,9.0
2024-08-06,SSD 1TB,550.0,10.0
2024-09-30,Webcam HD,280.0,8.0
2024-03-17,Webcam HD,280.0,4.0
2024-01-11,"Monitor LG 27""",1200.0,4.0
2024-11-15,"Monitor LG 27""",1200.0,9.0
2024-11-21,Headset Gamer,320.0,7.0
2024-02-03,"Monitor LG 27""",1200.0,4.0
2024-06-21,SSD 1TB,,6.0
2024-11-23,SSD 1TB,550.0,2.0
2024-11-09,Headset Gamer,320.0,8.0
2024-01-07,Memória RAM 16GB,85.5,6.0
2024-12-10,Notebook Dell,3500.0,7.0
2024-01-12,Webcam HD,280.0,2.0
2024-07-02,SSD 1TB,550.0,8.0
2024-03-07,Mouse Logitech,85.5,6.0
2024-08-18,Mousepad,45.0,9.0
2024-05-05,Teclado Mecânico,450.0,9.0
2024-01-26,Notebook Dell,3500.0,8.0
2024-04-03,Memória RAM 16GB,380.0,10.0
2024-11-30,Teclado Mecânico,450.0,4.0
2024-07-05,Notebook Dell,,10.0
2024-07-11,SSD 1TB,550.0,9.0
2024-11-23,Notebook Dell,3500.0,3.0
2024-08-17,Notebook Dell,3500.0,5.0
2024-09-05,Webcam HD,280.0,9.0
2024-11-27,Headset Gamer,320.0,9.0
data_incorreta,Webcam HD,280.0,8.0
2024-09-09,Teclado Mecânico,450.0,4.0
2024-03-30,Memória RAM 16GB,380.0,5.0
2024-03-11,SSD 1TB,550.0,8.0
2024-02-27,SSD 1TB,550.0,
2024-07-30,Teclado Mecânico,450.0,3.0
2024-07-17,Teclado Mecânico,450.0,9.0
2024-03-27,Webcam HD,280.0,4.0
2024-12-04,SSD 1TB,550.0,4.0
2024-05-09,Webcam HD,280.0,4.0
2024-07-31,SSD 1TB,550.0,2.0
2024-01-15,Webcam HD,280.0,3.0
2024-02-22,Memória RAM 16GB,380.0,9.0
2024-09-03,Teclado Mecânico,450.0,3.0
2024-04-21,Notebook Dell,3500.0,7.0
2024-08-20,Mousepad,45.0,5.0
2024-12-17,Webcam HD,280.0,1.0
2024-08-30,Webcam HD,1200.00,2.0
2024-09-08,Webcam HD,280.0,10.0
2024-04-22,"Monitor LG 27""",1200.0,10.0
2024-02-14,Memória RAM 16GB,380.0,4.0
data_incorreta,Webcam HD,280.0,6.0
2024-07-23,Mousepad,45.0,2.0
2024-12-25,"Monitor LG 27""",1200.0,5.0
2024-10-20,Teclado Mecânico,450.0,5.0
2024-11-27,Mouse Logitech,85.5,3.0
2024-07-25,Mouse Logitech,85.5,4.0
2024-07-14,Mouse Logitech,85.5,1.0
2024-12-28,Webcam HD,280.0,1.0
2024-03-31,Notebook Dell,3500.0,1.0
2024-10-09,Webcam HD,280.0,8.0
2024-06-23,"Monitor LG 27""",1200.0,3.0
data_incorreta,Mouse Logitech,85.5,9.0
2024-08-28,Teclado Mecânico,450.0,1.0
2024-08-22,"Monitor LG 27""",1200.0,9.0
2024-08-15,Memória RAM 16GB,380.0,9.0
2024-06-23,SSD 1TB,550.0,4.0
2024-01-30,"Monitor LG 27""",1200.0,10.0
2024-03-09,Mouse Logitech,85.5,9.0
2024-07-19,Memória RAM 16GB,1200.00,4.0
2024-07-13,"Monitor LG 27""",1200.0,2.0
2024-01-03,Memória RAM 16GB,380.0,1.0
2024-09-26,Teclado Mecânico,450.0,8.0
2024-02-29,Webcam HD,280.0,6.0
2024-03-27,SSD 1TB,550.0,8.0
2024-05-03,"Monitor LG 27""",1200.0,7.0
2024-03-24,Notebook Dell,3500.0,5.0
2024-06-07,"Monitor LG 27""",1200.0,3.0
2024-05-11,"Monitor LG 27""",invalid,4.0
2024-03-24,SSD 1TB,550.0,5.0
2024-03-23,Webcam HD,280.0,1.0
2024-11-21,Webcam HD,280.0,8.0
2024-07-12,Notebook Dell,3500.0,6.0
2024-02-20,Headset Gamer,320.0,4.0
2024-10-12,Mousepad,45.0,1.0
data_incorreta,Mousepad,45.0,8.0
2024-12-23,Memória RAM 16GB,380.0,7.0
2024-08-11,Webcam HD,280.0,6.0
2024-11-03,SSD 1TB,550.0,2.0
2024-10-26,Notebook Dell,3500.0,8.0
2024-11-02,Mouse Logitech,85.5,8.0
2024-05-02,Webcam HD,280.0,1.0
2024-06-23,"Monitor LG 27""",1200.0,8.0
2024-02-16,Webcam HD,280.0,
data_incorreta,SSD 1TB,550.0,9.0
2024-08-14,Headset Gamer,320.0,8.0
2024-05-26,Memória RAM 16GB,1200.0,3.0
2024-07-01,SSD 1TB,550.0,10.0
2024-05-21,Memória RAM 16GB,380.0,6.0
2024-11-01,"Monitor LG 27""",,4.0
data_incorreta,Mousepad,45.0,1.0
2024-07-18,Notebook Dell,3500.0,5.0
2024-11-06,Mousepad,45.0,8.0
2024-08-20,Memória RAM 16GB,380.0,5.0
2024-08-08,Headset Gamer,320.0,6.0
2024-05-13,Notebook Dell,280.00,6.0
2024-08-31,Mouse Logitech,85.5,3.0
2024-10-29,Notebook Dell,3500.0,1.0
2024-10-14,"Monitor LG 27""",1200.0,7.0
2024-03-31,Teclado Mecânico,450.0,7.0
2024-05-21,"Monitor LG 27""",3500.0,8.0
2024-03-12,Mouse Logitech,85.5,
2024-08-28,SSD 1TB,550.0,10.0
2024-08-29,Teclado Mecânico,450.0,1.0
2024-09-01,Notebook Dell,3500.0,10.0
2024-02-21,Memória RAM 16GB,380.0,7.0
2024-04-15,Notebook Dell,3500.0,4.0
2024-03-23,Headset Gamer,320.0,8.0
2024-09-08,Mousepad,45.0,4.0
2024-06-13,Headset Gamer,320.0,1.0
2024-03-26,SSD 1TB,550.0,7.0
2024-07-14,Webcam HD,280.0,10.0
2024-05-11,Headset Gamer,320.0,7.0
2024-07-28,Teclado Mecânico,invalid,1.0
2024-06-17,Mousepad,45.0,2.0
2024-05-30,SSD 1TB,550.0,9.0
2024-08-04,Mouse Logitech,85.5,1.0
2024-10-12,Teclado Mecânico,450.0,9.0
2024-10-10,Notebook Dell,3500.0,10.0
2024-06-04,Notebook Dell,3500.0,1.0
2024-01-02,Teclado Mecânico,450.0,7.0
2024-09-15,Teclado Mecânico,450.0,3.0
data_incorreta,Mouse Logitech,85.5,7.0
2024-03-20,Memória RAM 16GB,380.0,8.0
data_incorreta,Memória RAM 16GB,380.0,1.0
2024-05-25,Memória RAM 16GB,380.0,9.0
2024-07-14,Memória RAM 16GB,380.0,6.0
2024-09-04,"Monitor LG 27""",1200.0,9.0
2024-06-12,"Monitor LG 27""",1200.0,7.0
2024-07-29,Headset Gamer,320.0,4.0
2024-10-21,Notebook Dell,3500.0,3.0
2024-03-10,SSD 1TB,550.0,3.0
2024-01-14,Headset Gamer,320.0,10.0
2024-09-12,SSD 1TB,550.0,9.0
2024-01-21,Webcam HD,,9.0
2024-02-19,Headset Gamer,320.0,
2024-02-22,Erro_Produto_§,3500.0,8.0
2024-09-13,Mousepad,45.0,5.0
2024-09-03,Headset Gamer,320.0,2.0
data_incorreta,Webcam HD,280.0,3.0
2024-05-12,Notebook Dell,3500.0,6.0
2024-05-13,SSD 1TB,550.0,3.0
2024-11-05,Webcam HD,280.0,5.0
2024-09-17,"Monitor LG 27""",1200.0,8.0
2024-05-19,Headset Gamer,320.0,1.0
2024-02-28,"Monitor LG 27""",1200.0,7.0
2024-10-19,Webcam HD,280.0,4.0
2024-11-28,Memória RAM 16GB,380.0,4.0
2024-02-23,"Monitor LG 27""",1200.0,7.0
2024-03-05,Headset Gamer,320.0,7.0
2024-10-15,SSD 1TB,550.0,8.0
2024-10-09,Memória RAM 16GB,invalid,1.0
2024-01-08,Notebook Dell,3500.0,9.0
2024-06-30,Mouse Logitech,85.5,7.0
2024-11-18,Mousepad,invalid,2.0
2024-12-03,Notebook Dell,3500.0,2.0
2024-08-03,Teclado Mecânico,450.0,4.0
2024-10-25,Headset Gamer,320.0,5.0
2024-09-22,Headset Gamer,320.0,8.0
2024-01-08,Notebook Dell,3500.0,9.0
2024-10-19,Webcam HD,280.0,2.0
2024-01-13,Teclado Mecânico,450.0,7.0
2024-01-23,Mousepad,45.0,5.0
2024-05-31,Memória RAM 16GB,380.0,7.0
2024-09-14,Webcam HD,280.0,1.0
2024-07-01,Webcam HD,280.0,1.0
2024-03-23,Webcam HD,280.0,4.0
2024-09-24,"Monitor LG 27""",invalid,5.0
data_incorreta,SSD 1TB,550.0,2.0
2024-09-23,SSD 1TB,550.0,
2024-03-13,Memória RAM 16GB,380.0,7.0
2024-10-17,Webcam HD,280.0,9.0
2024-02-29,Mousepad,45.0,8.0
2024-09-25,Webcam HD,280.0,4.0
data_incorreta,Memória RAM 16GB,380.0,4.0
2024-08-11,SSD 1TB,550.0,8.0
2024-12-23,Notebook Dell,3500.0,3.0
data_incorreta,SSD 1TB,550.0,2.0
2024-07-26,Headset Gamer,320.0,7.0
2024-02-29,Webcam HD,280.0,6.0
2024-12-30,Mouse Logitech,85.5,5.0
2024-06-20,Mouse Logitech,85.5,
2024-08-22,Mousepad,45.0,6.0
data_incorreta,"Monitor LG 27""",1200.0,10.0
2024-08-14,Teclado Mecânico,450.0,10.0
2024-01-27,Memória RAM 16GB,380.0,1.0
2024-02-25,Notebook Dell,3500.0,9.0
2024-08-22,Mouse Logitech,85.5,1.0
2024-03-29,Mousepad,45.0,6.0
2024-08-06,Memória RAM 16GB,380.0,8.0
2024-05-13,Notebook Dell,3500.0,6.0
2024-07-06,Mousepad,45.0,7.0
2024-08-19,Mousepad,45.0,6.0
2024-09-27,Mousepad,45.0,1.0
2024-04-24,Notebook Dell,3500.0,9.0
2024-01-17,Headset Gamer,320.0,9.0
2024-06-14,Notebook Dell,3500.0,10.0
2024-09-22,SSD 1TB,550.0,6.0
2024-06-28,Notebook Dell,3500.0,
2024-03-11,Mousepad,45.0,10.0
2024-02-27,SSD 1TB,550.0,7.0
2024-02-07,Mousepad,45.0,4.0
2024-07-21,Memória RAM 16GB,380.0,7.0
2024-03-26,Memória RAM 16GB,380.0,6.0
2024-03-31,Mouse Logitech,85.5,8.0
2024-09-14,Notebook Dell,3500.0,9.0
2024-10-16,Memória RAM 16GB,380.0,10.0
2024-08-17,Teclado Mecânico,450.0,2.0
2024-07-08,SSD 1TB,550.0,3.0
2024-11-23,Notebook Dell,3500.0,7.0
2024-05-11,Webcam HD,280.0,3.0
2024-07-07,SSD 1TB,550.0,1.0
2024-04-29,Webcam HD,280.0,8.0
2024-06-04,SSD 1TB,550.0,7.0
2024-08-27,Mousepad,45.0,3.0
2024-09-13,Notebook Dell,3500.0,5.0
2024-08-04,Webcam HD,280.0,5.0
2024-01-20,Memória RAM 16GB,380.0,9.0
2024-10-12,Mousepad,45.0,8.0
2024-09-04,Mouse Logitech,85.5,6.0
2024-11-21,###ERRO###,320.0,4.0
2024-12-11,Notebook Dell,3500.0,9.0
2024-10-03,Erro_Produto_§,45.0,6.0
2024-05-18,"Monitor LG 27""",1200.0,9.0
2024-02-14,Webcam HD,280.0,6.0
2024-12-24,Memória RAM 16GB,380.0,1.0
2024-03-17,Headset Gamer,invalid,7.0
2024-07-23,Webcam HD,280.0,2.0
2024-03-31,Webcam HD,280.0,4.0
2024-04-30,SSD 1TB,1200.0,6.0
2024-02-11,Notebook Dell,3500.0,10.0
2024-01-27,Mousepad,45.0,
2024-03-17,Webcam HD,280.0,8.0
2024-04-11,Mousepad,45.0,7.0
2024-07-13,Mouse Logitech,85.5,10.0
2024-04-13,Headset Gamer,320.0,5.0
2024-04-04,Webcam HD,280.0,7.0
2024-11-16,Memória RAM 16GB,380.0,10.0
2024-01-14,Mouse Logitech,85.5,10.0
2024-03-26,Mousepad,45.0,2.0
2024-04-16,Memória RAM 16GB,380.0,10.0
2024-10-19,Memória RAM 16GB,380.0,3.0
2024-01-17,Teclado Mecânico,450.0,9.0
2024-11-06,Mousepad,45.0,10.0
2024-02-17,Webcam HD,280.0,1.0
2024-03-12,Memória RAM 16GB,380.0,8.0
2024-06-22,SSD 1TB,550.0,4.0
2024-02-23,Notebook Dell,3500.0,8.0
2024-10-09,Notebook Dell,3500.0,9.0
2024-03-21,Mouse Logitech,280.00,2.0
2024-02-04,Teclado Mecânico,450.0,9.0
2024-07-30,Teclado Mecânico,450.0,8.0
2024-02-08,Notebook Dell,3500.0,2.0
2024-03-09,###ERRO###,85.5,7.0
2024-07-15,Headset Gamer,320.0,9.0
2024-09-18,"Monitor LG 27""",1200.0,10.0
2024-05-20,Mouse Logitech,85.5,1.0
2024-02-25,Mousepad,45.0,6.0
2024-02-17,Teclado Mecânico,450.0,5.0
2024-09-01,Mousepad,invalid,3.0
2024-10-19,"Monitor LG 27""",1200.0,4.0
2024-08-22,Webcam HD,280.0,3.0
2024-01-23,Teclado Mecânico,450.0,8.0
2024-06-03,Memória RAM 16GB,380.0,2.0
2024-06-15,Notebook Dell,3500.0,6.0
2024-09-05,"Monitor LG 27""",1200.0,7.0
2024-10-13,"Monitor LG 27""",1200.0,9.0
2024-08-24,Headset Gamer,320.0,8.0
2024-01-29,Webcam HD,invalid,7.0
2024-12-20,Mousepad,45.0,10.0
2024-06-02,Headset Gamer,320.0,8.0
2024-01-14,SSD 1TB,550.0,4.0
2024-07-29,Teclado Mecânico,450.0,7.0
2024-11-27,"Monitor LG 27""",1200.0,6.0
2024-06-22,Mousepad,45.0,5.0
2024-05-26,Teclado Mecânico,450.0,6.0
2024-12-30,"Monitor LG 27""",1200.0,4.0
2024-12-17,Teclado Mecânico,450.0,10.0
2024-11-26,Notebook Dell,3500.0,1.0
2024-12-04,Webcam HD,280.0,10.0
2024-04-22,Headset Gamer,320.0,10.0
2024-06-11,Mouse Logitech,85.5,1.0
2024-01-05,Notebook Dell,380.0,6.0
2024-08-15,Mousepad,45.0,5.0
2024-01-06,SSD 1TB,550.0,8.0
2024-09-30,Mouse Logitech,85.5,6.0
2024-04-02,SSD 1TB,550.0,9.0
2024-05-11,Webcam HD,280.0,5.0
2024-08-23,Notebook Dell,3500.00,2.0
2024-01-31,Teclado Mecânico,,6.0
2024-09-18,SSD 1TB,550.0,2.0
2024-12-28,Teclado Mecânico,450.0,5.0
2024-04-04,Memória RAM 16GB,380.0,7.0
2024-06-12,Webcam HD,280.0,6.0
2024-07-12,Notebook Dell,3500.0,5.0
2024-05-13,Notebook Dell,3500.0,9.0
2024-12-12,Memória RAM 16GB,380.0,6.0
2024-06-05,Headset Gamer,320.0,2.0
2024-04-29,SSD 1TB,550.0,1.0
2024-10-20,"Monitor LG 27""",1200.0,1.0
2024-01-03,Mouse Logitech,85.5,3.0
2024-02-16,Webcam HD,,1.0
2024-11-11,Mousepad,45.0,3.0
2024-05-12,Mouse Logitech,85.5,8.0
2024-11-15,SSD 1TB,550.0,8.0
2024-05-27,Notebook Dell,3500.0,8.0
2024-04-30,SSD 1TB,550.0,5.0
2024-05-27,Webcam HD,280.0,4.0
2024-12-04,Mouse Logitech,85.5,8.0
2024-01-19,SSD 1TB,550.0,8.0
2024-02-20,Teclado Mecânico,450.0,1.0
2024-06-24,SSD 1TB,550.0,10.0
2024-06-05,Mouse Logitech,85.5,6.0
2024-12-22,Mousepad,45.0,8.0
2024-10-23,Notebook Dell,3500.0,8.0
2024-01-16,Mousepad,45.0,1.0
2024-08-23,Teclado Mecânico,450.0,1.0
2024-03-19,Mousepad,45.0,5.0
2024-05-04,Notebook Dell,3500.0,6.0
data_incorreta,Memória RAM 16GB,380.0,5.0
2024-12-06,Mousepad,45.0,2.0
2024-01-05,Teclado Mecânico,450.0,8.0
2024-07-31,Mouse Logitech,85.5,8.0
2024-02-28,Headset Gamer,320.0,7.0
2024-03-07,Webcam HD,280.0,3.0
2024-10-14,Memória RAM 16GB,380.0,7.0
2024-06-15,Teclado Mecânico,450.0,6.0
2024-10-07,Mouse Logitech,85.5,8.0
2024-12-18,Mousepad,45.0,4.0
2024-02-27,Mouse Logitech,85.5,8.0
2024-02-19,PROD$%#@,550.0,4.0
2024-11-01,Memória RAM 16GB,380.0,5.0
2024-12-20,Memória RAM 16GB,380.0,9.0
2024-05-04,Mouse Logitech,invalid,8.0
2024-03-04,Mouse Logitech,85.5,9.0
2024-12-20,Webcam HD,280.0,6.0
2024-11-20,Headset Gamer,320.0,2.0
2024-03-15,Headset Gamer,320.0,1.0
2024-07-11,Webcam HD,280.0,7.0
2024-10-05,Mouse Logitech,85.5,6.0
2024-10-18,Mousepad,45.0,5.0
2024-03-22,"Monitor LG 27""",1200.0,9.0
2024-11-19,Headset Gamer,320.0,10.0
2024-04-29,###ERRO###,45.0,1.0
2024-03-20,SSD 1TB,550.0,6.0
2024-02-29,SSD 1TB,550.0,7.0
2024-10-03,Mousepad,45.0,9.0
2024-08-03,Mousepad,45.0,5.0
2024-10-04,Teclado Mecânico,450.0,10.0
2024-11-13,Notebook Dell,3500.0,10.0
2024-10-02,Headset Gamer,320.0,4.0
2024-07-10,"Monitor LG 27""",1200.0,3.0
2024-12-22,"Monitor LG 27""",1200.0,2.0
2024-09-29,SSD 1TB,550.0,10.0
2024-11-04,Notebook Dell,3500.0,3.0
2024-09-28,Notebook Dell,3500.0,2.0
2024-03-05,Memória RAM 16GB,380.0,2.0
2024-09-18,"Monitor LG 27""",1200.0,2.0
2024-06-19,PROD$%#@,320.0,7.0
2024-11-20,Teclado Mecânico,450.0,6.0
2024-06-09,"Monitor LG 27""",1200.0,8.0
2024-06-18,Webcam HD,280.0,1.0
2024-02-14,Mouse Logitech,85.5,2.0
2024-12-19,Teclado Mecânico,450.0,8.0
2024-08-12,Headset Gamer,320.0,2.0
2024-01-10,Notebook Dell,3500.0,2.0
2024-09-15,Headset Gamer,320.0,8.0
2024-12-30,Memória RAM 16GB,380.0,6.0
2024-01-25,Notebook Dell,3500.0,10.0
2024-12-14,Mousepad,45.0,2.0
2024-04-18,Mousepad,45.0,10.0
2024-12-21,Webcam HD,280.0,7.0
2024-05-13,Headset Gamer,320.0,5.0
2024-05-24,Headset Gamer,invalid,6.0
2024-06-05,SSD 1TB,550.0,5.0
2024-01-29,Memória RAM 16GB,380.0,6.0
2024-11-21,"Monitor LG 27""",1200.0,8.0
2024-10-17,Notebook Dell,3500.0,6.0
2024-12-18,Teclado Mecânico,450.0,5.0
2024-07-14,Mouse Logitech,85.5,4.0
2024-09-24,SSD 1TB,3500.0,6.0
2024-02-25,Notebook Dell,3500.0,9.0
2024-04-05,SSD 1TB,550.0,5.0
2024-06-10,Memória RAM 16GB,380.0,2.0
2024-11-26,Webcam HD,280.0,1.0
data_incorreta,SSD 1TB,550.0,4.0
2024-12-26,Mousepad,45.0,3.0
2024-12-22,Memória RAM 16GB,380.0,10.0
2024-06-14,Mousepad,45.0,7.0
2024-03-20,Mouse Logitech,85.5,1.0
2024-08-11,Teclado Mecânico,450.0,4.0
2024-06-06,Teclado Mecânico,450.0,4.0
2024-05-30,Mouse Logitech,85.5,1.0
2024-05-30,Headset Gamer,320.0,2.0
2024-03-30,Headset Gamer,320.0,7.0
2024-07-19,Webcam HD,45.00,6.0
2024-09-11,Notebook Dell,3500.0,10.0
2024-04-29,Webcam HD,3500.00,8.0
2024-08-05,Memória RAM 16GB,380.0,6.0
2024-07-04,Mouse Logitech,85.5,4.0
2024-12-01,Headset Gamer,320.0,10.0
2024-07-25,"Monitor LG 27""",1200.0,10.0
2024-08-02,Mousepad,45.0,10.0
2024-02-20,SSD 1TB,550.0,9.0
2024-05-15,Mouse Logitech,1200.00,3.0
2024-07-17,Headset Gamer,320.0,3.0
2024-09-17,"Monitor LG 27""",1200.0,10.0
2024-02-09,Notebook Dell,3500.0,9.0
2024-06-01,SSD 1TB,550.0,8.0
2024-05-09,Memória RAM 16GB,380.0,2.0
2024-12-22,Mousepad,45.0,10.0
2024-12-31,Mousepad,45.0,4.0
2024-10-10,Notebook Dell,3500.0,6.0
2024-03-06,??Produto??,450.0,9.0
2024-09-13,Headset Gamer,320.00,9.0
2024-05-07,Headset Gamer,320.0,2.0
2024-10-06,"Monitor LG 27""",1200.0,10.0
2024-07-13,"Monitor LG 27""",1200.0,9.0
data_incorreta,"Monitor LG 27""",1200.0,5.0
2024-07-03,Teclado Mecânico,450.0,8.0
2024-03-31,SSD 1TB,550.0,9.0
2024-07-12,Memória RAM 16GB,380.0,2.0
2024-11-11,Teclado Mecânico,450.0,4.0
2024-01-08,Teclado Mecânico,450.0,5.0
2024-09-15,SSD 1TB,550.0,3.0
2024-07-04,SSD 1TB,550.0,4.0
2024-06-10,SSD 1TB,550.0,6.0
2024-01-17,"Monitor LG 27""",1200.0,2.0
2024-07-07,Headset Gamer,320.0,8.0
2024-09-26,Headset Gamer,320.0,5.0
2024-12-25,SSD 1TB,550.0,10.0
2024-06-10,Memória RAM 16GB,380.0,8.0
2024-09-20,Mouse Logitech,85.5,5.0
2024-08-07,Mousepad,45.0,6.0
2024-02-14,Memória RAM 16GB,380.0,4.0
2024-12-21,Webcam HD,320.0,8.0
2024-05-08,Mouse Logitech,85.5,9.0
2024-09-26,"Monitor LG 27""",1200.0,10.0
2024-11-18,Mouse Logitech,85.5,10.0
2024-06-09,Webcam HD,280.0,9.0
2024-11-15,Webcam HD,280.0,6.0
2024-05-20,Teclado Mecânico,450.0,3.0
2024-01-09,Mousepad,45.0,1.0
2024-09-11,"Monitor LG 27""",,6.0
2024-11-28,Notebook Dell,3500.0,5.0
2024-10-05,Teclado Mecânico,450.0,8.0
2024-06-11,"Monitor LG 27""",1200.0,8.0
2024-09-28,Teclado Mecânico,450.0,2.0
2024-12-14,Notebook Dell,3500.0,5.0
2024-05-28,Headset Gamer,320.0,1.0
2024-09-24,Notebook Dell,3500.0,1.0
2024-04-23,Memória RAM 16GB,380.0,2.0
2024-08-01,Mouse Logitech,85.5,9.0
2024-05-22,"Monitor LG 27""",85.5,6.0
2024-02-14,Notebook Dell,3500.0,
2024-05-31,Headset Gamer,320.0,10.0
2024-05-24,Teclado Mecânico,450.0,5.0
2024-02-16,SSD 1TB,550.0,3.0
2024-03-07,SSD 1TB,550.0,8.0
2024-10-01,Mouse Logitech,85.5,5.0
2024-07-13,Teclado Mecânico,450.0,8.0
2024-04-13,Headset Gamer,320.0,1.0
2024-03-13,SSD 1TB,550.0,2.0
2024-12-14,"Monitor LG 27""",1200.0,4.0
2024-07-22,Headset Gamer,320.0,1.0
2024-04-05,Teclado Mecânico,450.0,4.0
2024-03-19,Notebook Dell,3500.0,10.0
2024-10-16,Memória RAM 16GB,380.0,5.0
2024-03-28,Teclado Mecânico,450.0,10.0
2024-02-07,Mouse Logitech,85.5,1.0
2024-04-05,Mousepad,45.0,7.0
2024-02-24,Mouse Logitech,85.5,3.0
2024-12-24,SSD 1TB,380.0,5.0
2024-06-11,Memória RAM 16GB,380.0,7.0
2024-03-04,Headset Gamer,320.0,5.0
2024-10-03,"Monitor LG 27""",1200.0,3.0
2024-12-23,Mouse Logitech,85.5,5.0
data_incorreta,Webcam HD,280.0,8.0
2024-11-06,Webcam HD,280.0,4.0
2024-05-02,Mouse Logitech,85.5,3.0
2024-03-13,Notebook Dell,3500.0,9.0
2024-06-16,Webcam HD,280.0,7.0
2024-06-18,"Monitor LG 27""",1200.0,6.0
2024-08-30,Mousepad,380.0,1.0
2024-08-15,Mouse Logitech,85.5,7.0
2024-04-19,Notebook Dell,3500.0,2.0
2024-06-28,??Produto??,450.0,8.0
2024-01-07,Notebook Dell,3500.0,1.0
2024-07-29,Webcam HD,280.0,7.0
2024-02-12,Notebook Dell,invalid,3.0
2024-11-02,Notebook Dell,3500.0,8.0
2024-05-07,Webcam HD,280.0,2.0
2024-05-14,Memória RAM 16GB,380.0,5.0
2024-08-16,Mouse Logitech,invalid,8.0
2024-09-26,"Monitor LG 27""",1200.0,4.0
2024-10-26,Webcam HD,280.0,9.0
2024-10-07,!!!,85.5,1.0
2024-06-27,Mouse Logitech,85.5,3.0
2024-02-21,Mouse Logitech,85.5,8.0
2024-03-23,Webcam HD,280.0,2.0
2024-08-30,"Monitor LG 27""",1200.0,8.0
2024-03-14,SSD 1TB,550.0,1.0
2024-03-25,Headset Gamer,320.0,4.0
2024-07-20,Mousepad,45.0,1.0
2024-08-04,Mousepad,45.0,6.0
2024-02-06,Memória RAM 16GB,380.0,2.0
2024-05-15,SSD 1TB,550.0,3.0
2024-12-16,Webcam HD,280.0,5.0
2024-08-02,Teclado Mecânico,450.0,1.0
2024-08-29,Mouse Logitech,85.5,8.0
2024-04-11,Teclado Mecânico,450.0,5.0
2024-03-14,Webcam HD,280.0,7.0
2024-03-18,Mousepad,45.0,1.0
2024-01-25,Notebook Dell,3500.0,9.0
2024-05-30,Teclado Mecânico,450.0,9.0
data_incorreta,Memória RAM 16GB,380.0,2.0
2024-10-18,Mousepad,45.0,1.0
2024-01-29,Mouse Logitech,85.5,6.0
2024-06-07,Mouse Logitech,85.5,7.0
2024-07-27,"Monitor LG 27""",1200.0,5.0
2024-02-08,Mousepad,45.0,4.0
2024-08-05,Mouse Logitech,85.5,4.0
2024-12-10,Teclado Mecânico,450.0,3.0
2024-12-10,Webcam HD,280.0,6.0
2024-11-26,Mouse Logitech,85.5,4.0
2024-05-22,SSD 1TB,550.0,10.0
2024-10-01,Webcam HD,280.0,5.0
2024-01-28,Mousepad,45.0,5.0
2024-07-24,Memória RAM 16GB,380.0,1.0
2024-02-26,Teclado Mecânico,550.0,5.0
2024-03-27,SSD 1TB,550.0,1.0
2024-05-17,Memória RAM 16GB,380.0,2.0
2024-01-09,"Monitor LG 27""",1200.0,3.0
2024-12-16,"Monitor LG 27""",1200.0,10.0
2024-02-16,SSD 1TB,550.0,2.0
2024-11-16,"Monitor LG 27""",invalid,10.0
2024-09-21,Teclado Mecânico,450.0,1.0
2024-10-01,Memória RAM 16GB,380.0,5.0
2024-06-06,Headset Gamer,320.0,4.0
data_incorreta,Headset Gamer,320.0,1.0
2024-04-17,Headset Gamer,320.0,5.0
2024-11-13,Mousepad,45.0,4.0
2024-02-28,Mouse Logitech,85.5,2.0
2024-01-07,Teclado Mecânico,450.0,2.0
2024-08-24,Teclado Mecânico,450.0,9.0
